1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
1396,2024-12-02 01:00:00.000000,Poľadovica,0.1,2024-12-02 13:40:00.000000,Zamračené
1397,2024-04-28 01:00:00.000000,Dážď,2.7,2024-04-28 08:22:00.000000,Prehánky
1398,2024-03-24 01:00:00.000000,Prehánky,5.3,2024-03-24 14:18:00.000000,Polooblačno
1399,2024-11-06 01:00:00.000000,Daždivo,3.5,2024-11-06 07:04:00.000000,Veterno
1400,2024-06-17 01:00:00.000000,Sucho,31.6,2024-06-17 06:14:00.000000,Slnečno
1401,2024-10-25 01:00:00.000000,Veterno,3.9,2024-10-25 07:26:00.000000,Zamračené
1402,2024-03-20 01:00:00.000000,Búrky,4.5,2024-03-20 10:07:00.000000,Hmla
1403,2024-04-29 01:00:00.000000,Polooblačno,11.9,2024-04-29 17:51:00.000000,Búrky
1404,2024-06-02 01:00:00.000000,Sucho,25.7,2024-06-02 11:51:00.000000,Slnečno
1405,2024-02-19 01:00:00.000000,Sneženie,-6.3,2024-02-19 11:50:00.000000,Mráz
1406,2025-01-07 01:00:00.000000,Zamračené,-6.8,2025-01-07 14:28:00.000000,Sneženie
1407,2024-06-12 01:00:00.000000,Slnečno,15.6,2024-06-12 08:00:00.000000,Horúčavy
1408,2024-12-29 01:00:00.000000,Mráz,-14.6,2024-12-29 11:04:00.000000,Husté sneženie
1409,2025-02-03 01:00:00.000000,Husté sneženie,-8.2,2025-02-03 07:48:00.000000,Poľadovica
1410,2024-06-15 01:00:00.000000,Slnečno,25.3,2024-06-15 13:11:00.000000,Horúčavy
1411,2024-10-03 01:00:00.000000,Daždivo,0.7,2024-10-03 11:41:00.000000,Veterno
1412,2024-05-07 01:00:00.000000,Prehánky,1.5,2024-05-07 10:34:00.000000,Polooblačno
1413,2024-05-04 01:00:00.000000,Búrky,6.2,2024-05-04 12:10:00.000000,Hmla
1414,2024-08-03 01:00:00.000000,Dusno,36.4,2024-08-03 07:55:00.000000,Letná búrka
1415,2024-06-07 01:00:00.000000,Slnečno,20.2,2024-06-07 11:08:00.000000,Horúčavy
1416,2025-02-10 01:00:00.000000,Poľadovica,-3.6,2025-02-10 10:18:00.000000,Zamračené
1417,2024-06-28 01:00:00.000000,Dusno,32.2,2024-06-28 06:52:00.000000,Letná búrka
1418,2024-02-27 01:00:00.000000,Mráz,-14.8,2024-02-27 07:22:00.000000,Husté sneženie
1419,2025-02-07 01:00:00.000000,Husté sneženie,0,2025-02-07 08:57:00.000000,Poľadovica
1420,2024-07-12 01:00:00.000000,Horúčavy,18.8,2024-07-12 14:55:00.000000,Dusno
1421,2024-08-10 01:00:00.000000,Letná búrka,15.9,2024-08-10 06:20:00.000000,Sucho
1422,2024-06-19 01:00:00.000000,Dusno,22,2024-06-19 17:08:00.000000,Letná búrka
1423,2024-02-26 01:00:00.000000,Mráz,4.7,2024-02-26 14:09:00.000000,Husté sneženie
1424,2024-04-13 01:00:00.000000,Búrky,11,2024-04-13 16:13:00.000000,Hmla
1425,2024-06-06 01:00:00.000000,Dusno,24.1,2024-06-06 11:43:00.000000,Letná búrka
1426,2024-09-10 01:00:00.000000,Zamračené,5.5,2024-09-10 10:51:00.000000,Mierne sneženie
1427,2024-02-16 01:00:00.000000,Mráz,-11.9,2024-02-16 10:14:00.000000,Husté sneženie
1428,2024-09-21 01:00:00.000000,Zamračené,3.7,2024-09-21 12:47:00.000000,Mierne sneženie
1429,2025-01-12 01:00:00.000000,Husté sneženie,-11.5,2025-01-12 14:20:00.000000,Poľadovica
1430,2024-05-01 01:00:00.000000,Dážď,10.9,2024-05-01 11:22:00.000000,Prehánky
1431,2025-02-01 01:00:00.000000,Poľadovica,-1.5,2025-02-01 07:20:00.000000,Zamračené
1432,2024-03-29 01:00:00.000000,Hmla,11.9,2024-03-29 17:58:00.000000,Dážď
1433,2024-07-10 01:00:00.000000,Slnečno,22,2024-07-10 09:18:00.000000,Horúčavy
1434,2024-11-03 01:00:00.000000,Veterno,8.8,2024-11-03 09:26:00.000000,Zamračené
1435,2024-08-11 01:00:00.000000,Letná búrka,29.5,2024-08-11 07:55:00.000000,Sucho
1436,2024-02-16 01:00:00.000000,Mráz,-10.1,2024-02-16 11:24:00.000000,Husté sneženie
1437,2024-10-24 01:00:00.000000,Veterno,7.2,2024-10-24 11:06:00.000000,Zamračené
1438,2024-09-20 01:00:00.000000,Zamračené,7.6,2024-09-20 10:50:00.000000,Mierne sneženie
1439,2024-12-10 01:00:00.000000,Sneženie,3.7,2024-12-10 11:29:00.000000,Mráz
1440,2024-08-03 01:00:00.000000,Dusno,19.2,2024-08-03 17:52:00.000000,Letná búrka
1441,2024-02-23 01:00:00.000000,Poľadovica,-12.6,2024-02-23 15:32:00.000000,Zamračené
1442,2024-12-07 01:00:00.000000,Mráz,-7,2024-12-07 08:53:00.000000,Husté sneženie
1443,2024-10-23 01:00:00.000000,Daždivo,8.1,2024-10-23 11:15:00.000000,Veterno
1444,2024-09-05 01:00:00.000000,Zamračené,2.1,2024-09-05 10:53:00.000000,Mierne sneženie
1445,2024-03-22 01:00:00.000000,Búrky,7.2,2024-03-22 16:48:00.000000,Hmla
1446,2024-06-18 01:00:00.000000,Dusno,24.3,2024-06-18 15:21:00.000000,Letná búrka
1447,2024-08-21 01:00:00.000000,Dusno,23.2,2024-08-21 17:16:00.000000,Letná búrka
1448,2024-10-11 01:00:00.000000,Zamračené,13.9,2024-10-11 11:46:00.000000,Mierne sneženie
1449,2024-11-22 01:00:00.000000,Daždivo,12.8,2024-11-22 10:54:00.000000,Veterno
1450,2024-11-02 01:00:00.000000,Zamračené,1.1,2024-11-02 09:26:00.000000,Mierne sneženie
1451,2024-09-18 01:00:00.000000,Veterno,14.2,2024-09-18 16:30:00.000000,Zamračené
1452,2024-12-04 01:00:00.000000,Poľadovica,2.1,2024-12-04 15:26:00.000000,Zamračené
1453,2024-08-09 01:00:00.000000,Letná búrka,24.2,2024-08-09 12:53:00.000000,Sucho
1454,2024-07-29 01:00:00.000000,Letná búrka,22.8,2024-07-29 07:18:00.000000,Sucho
1455,2024-12-10 01:00:00.000000,Sneženie,-7.7,2024-12-10 08:48:00.000000,Mráz
1456,2024-06-03 01:00:00.000000,Dusno,21.2,2024-06-03 14:18:00.000000,Letná búrka
1457,2024-09-15 01:00:00.000000,Daždivo,4.5,2024-09-15 10:41:00.000000,Veterno
1458,2024-05-24 01:00:00.000000,Hmla,3.3,2024-05-24 15:13:00.000000,Dážď
1459,2024-07-16 01:00:00.000000,Horúčavy,35.4,2024-07-16 16:42:00.000000,Dusno
1460,2024-10-22 01:00:00.000000,Zamračené,14.8,2024-10-22 07:26:00.000000,Mierne sneženie
1461,2024-09-15 01:00:00.000000,Zamračené,14.6,2024-09-15 14:07:00.000000,Mierne sneženie
1462,2025-01-24 01:00:00.000000,Zamračené,-11,2025-01-24 17:26:00.000000,Sneženie
1463,2024-05-27 01:00:00.000000,Hmla,18.4,2024-05-27 12:33:00.000000,Dážď
1464,2024-05-30 01:00:00.000000,Prehánky,13.9,2024-05-30 11:09:00.000000,Polooblačno
1465,2024-05-26 01:00:00.000000,Prehánky,11.1,2024-05-26 15:19:00.000000,Polooblačno
1466,2024-05-07 01:00:00.000000,Polooblačno,12,2024-05-07 08:18:00.000000,Búrky
1467,2024-03-28 01:00:00.000000,Hmla,8.3,2024-03-28 09:17:00.000000,Dážď
1468,2024-05-04 01:00:00.000000,Dážď,10.5,2024-05-04 12:07:00.000000,Prehánky
1469,2024-06-17 01:00:00.000000,Dusno,17.3,2024-06-17 17:35:00.000000,Letná búrka
1470,2024-11-21 01:00:00.000000,Zamračené,6.8,2024-11-21 15:17:00.000000,Mierne sneženie
1471,2025-01-18 01:00:00.000000,Zamračené,-10.4,2025-01-18 07:40:00.000000,Sneženie
1472,2024-03-25 01:00:00.000000,Polooblačno,3.1,2024-03-25 10:13:00.000000,Búrky
1473,2025-01-14 01:00:00.000000,Poľadovica,-5,2025-01-14 10:55:00.000000,Zamračené
1474,2024-08-21 01:00:00.000000,Dusno,31,2024-08-21 14:08:00.000000,Letná búrka
1475,2024-04-03 01:00:00.000000,Prehánky,9.7,2024-04-03 06:09:00.000000,Polooblačno
1476,2024-08-21 01:00:00.000000,Sucho,38.9,2024-08-21 10:43:00.000000,Slnečno
1477,2024-05-03 01:00:00.000000,Búrky,16.4,2024-05-03 07:09:00.000000,Hmla
1478,2024-12-16 01:00:00.000000,Mráz,-5.5,2024-12-16 17:22:00.000000,Husté sneženie
1479,2024-12-25 01:00:00.000000,Poľadovica,4.2,2024-12-25 09:21:00.000000,Zamračené
1480,2024-02-19 01:00:00.000000,Husté sneženie,-11.2,2024-02-19 17:57:00.000000,Poľadovica
1481,2025-01-14 01:00:00.000000,Zamračené,-6,2025-01-14 08:49:00.000000,Sneženie
1482,2025-01-06 01:00:00.000000,Zamračené,4.5,2025-01-06 11:13:00.000000,Sneženie
1483,2024-08-15 01:00:00.000000,Letná búrka,25.9,2024-08-15 16:59:00.000000,Sucho
1484,2024-07-16 01:00:00.000000,Letná búrka,34.4,2024-07-16 16:32:00.000000,Sucho
1485,2024-05-01 01:00:00.000000,Polooblačno,13.1,2024-05-01 10:54:00.000000,Búrky
1486,2024-09-14 01:00:00.000000,Veterno,1.7,2024-09-14 12:57:00.000000,Zamračené
1487,2024-08-09 01:00:00.000000,Slnečno,18.2,2024-08-09 09:00:00.000000,Horúčavy
1488,2024-10-28 01:00:00.000000,Daždivo,4.4,2024-10-28 12:13:00.000000,Veterno
1489,2024-06-14 01:00:00.000000,Dusno,27.3,2024-06-14 10:01:00.000000,Letná búrka
1490,2024-08-29 01:00:00.000000,Letná búrka,16.3,2024-08-29 15:27:00.000000,Sucho
1491,2024-07-30 01:00:00.000000,Dusno,17,2024-07-30 06:52:00.000000,Letná búrka
1492,2024-09-08 01:00:00.000000,Zamračené,2.5,2024-09-08 09:07:00.000000,Mierne sneženie
1493,2024-06-22 01:00:00.000000,Dusno,36.3,2024-06-22 14:30:00.000000,Letná búrka
1494,2024-08-20 01:00:00.000000,Slnečno,33.9,2024-08-20 13:37:00.000000,Horúčavy
1495,2024-08-27 01:00:00.000000,Dusno,29.4,2024-08-27 07:22:00.000000,Letná búrka
1496,2024-07-06 01:00:00.000000,Letná búrka,25.2,2024-07-06 17:19:00.000000,Sucho
1497,2024-05-20 01:00:00.000000,Polooblačno,12.5,2024-05-20 13:11:00.000000,Búrky
1498,2024-09-11 01:00:00.000000,Veterno,10.3,2024-09-11 11:42:00.000000,Zamračené
1499,2024-08-27 01:00:00.000000,Letná búrka,19.1,2024-08-27 06:15:00.000000,Sucho
1500,2024-03-19 01:00:00.000000,Hmla,1,2024-03-19 14:49:00.000000,Dážď
1501,2024-03-02 01:00:00.000000,Prehánky,2.9,2024-03-02 15:26:00.000000,Polooblačno
1502,2024-07-22 01:00:00.000000,Letná búrka,19.8,2024-07-22 17:41:00.000000,Sucho
1503,2025-02-05 01:00:00.000000,Husté sneženie,-14,2025-02-05 16:04:00.000000,Poľadovica
1504,2024-04-09 01:00:00.000000,Prehánky,6,2024-04-09 15:42:00.000000,Polooblačno
1505,2024-11-02 01:00:00.000000,Daždivo,1.7,2024-11-02 14:27:00.000000,Veterno
1506,2024-04-01 01:00:00.000000,Polooblačno,5.5,2024-04-01 10:40:00.000000,Búrky
1507,2024-04-28 01:00:00.000000,Dážď,4.1,2024-04-28 12:03:00.000000,Prehánky
1508,2024-06-23 01:00:00.000000,Horúčavy,22.5,2024-06-23 15:57:00.000000,Dusno
1509,2024-07-17 01:00:00.000000,Horúčavy,39.7,2024-07-17 14:32:00.000000,Dusno
1510,2024-11-22 01:00:00.000000,Zamračené,2.4,2024-11-22 11:46:00.000000,Mierne sneženie
1511,2024-08-20 01:00:00.000000,Slnečno,27.2,2024-08-20 06:27:00.000000,Horúčavy
1512,2025-01-22 01:00:00.000000,Mráz,3.7,2025-01-22 12:30:00.000000,Husté sneženie
1513,2025-01-29 01:00:00.000000,Mráz,-14.2,2025-01-29 07:13:00.000000,Husté sneženie
1514,2024-10-11 01:00:00.000000,Zamračené,10.7,2024-10-11 17:20:00.000000,Mierne sneženie
1515,2025-02-02 01:00:00.000000,Mráz,-13.6,2025-02-02 10:49:00.000000,Husté sneženie
1516,2024-09-02 01:00:00.000000,Daždivo,9.4,2024-09-02 11:46:00.000000,Veterno
1517,2024-04-13 01:00:00.000000,Búrky,11.9,2024-04-13 07:33:00.000000,Hmla
1518,2024-05-18 01:00:00.000000,Prehánky,0.3,2024-05-18 17:51:00.000000,Polooblačno
1519,2024-08-06 01:00:00.000000,Horúčavy,37.5,2024-08-06 17:42:00.000000,Dusno
1520,2024-11-02 01:00:00.000000,Veterno,10.4,2024-11-02 10:13:00.000000,Zamračené
1521,2024-06-08 01:00:00.000000,Sucho,30,2024-06-08 17:15:00.000000,Slnečno
1522,2024-04-15 01:00:00.000000,Dážď,8.3,2024-04-15 09:29:00.000000,Prehánky
1523,2024-10-23 01:00:00.000000,Zamračené,1,2024-10-23 16:12:00.000000,Mierne sneženie
1524,2024-03-09 01:00:00.000000,Búrky,16.9,2024-03-09 15:40:00.000000,Hmla
1525,2024-04-14 01:00:00.000000,Polooblačno,3.1,2024-04-14 10:54:00.000000,Búrky
1526,2024-04-13 01:00:00.000000,Búrky,13.6,2024-04-13 09:00:00.000000,Hmla
1527,2024-07-07 01:00:00.000000,Letná búrka,17.9,2024-07-07 13:18:00.000000,Sucho
1528,2024-08-28 01:00:00.000000,Sucho,25.9,2024-08-28 06:46:00.000000,Slnečno
1529,2024-05-07 01:00:00.000000,Prehánky,11.1,2024-05-07 13:38:00.000000,Polooblačno
1530,2024-06-02 01:00:00.000000,Sucho,37.6,2024-06-02 08:42:00.000000,Slnečno
1531,2024-06-27 01:00:00.000000,Slnečno,29.9,2024-06-27 10:31:00.000000,Horúčavy
1532,2025-02-05 01:00:00.000000,Zamračené,4,2025-02-05 10:36:00.000000,Sneženie
1533,2024-12-12 01:00:00.000000,Poľadovica,0.5,2024-12-12 09:09:00.000000,Zamračené
1534,2024-09-17 01:00:00.000000,Daždivo,2.6,2024-09-17 13:56:00.000000,Veterno
1535,2024-07-17 01:00:00.000000,Slnečno,35.6,2024-07-17 17:59:00.000000,Horúčavy
1536,2025-01-22 01:00:00.000000,Zamračené,-9.7,2025-01-22 16:42:00.000000,Sneženie
1537,2024-12-23 01:00:00.000000,Husté sneženie,0.2,2024-12-23 08:43:00.000000,Poľadovica
1538,2024-11-15 01:00:00.000000,Veterno,11.8,2024-11-15 17:51:00.000000,Zamračené
1539,2024-02-17 01:00:00.000000,Husté sneženie,2.9,2024-02-17 10:14:00.000000,Poľadovica
1540,2024-07-24 01:00:00.000000,Letná búrka,37.3,2024-07-24 17:58:00.000000,Sucho
1541,2024-06-27 01:00:00.000000,Horúčavy,31.1,2024-06-27 10:18:00.000000,Dusno
1542,2024-05-17 01:00:00.000000,Polooblačno,18.9,2024-05-17 16:31:00.000000,Búrky
1543,2024-10-14 01:00:00.000000,Daždivo,4.9,2024-10-14 10:32:00.000000,Veterno
1544,2024-05-08 01:00:00.000000,Dážď,16.5,2024-05-08 10:10:00.000000,Prehánky
1545,2025-01-25 01:00:00.000000,Mráz,-11.9,2025-01-25 17:39:00.000000,Husté sneženie
1546,2024-11-28 01:00:00.000000,Mierne sneženie,3.9,2024-11-28 16:57:00.000000,Hmla
1547,2024-03-02 01:00:00.000000,Polooblačno,8,2024-03-02 17:25:00.000000,Búrky
1548,2024-07-21 01:00:00.000000,Letná búrka,31.8,2024-07-21 12:56:00.000000,Sucho
1549,2024-03-16 01:00:00.000000,Polooblačno,6.4,2024-03-16 13:32:00.000000,Búrky
1550,2024-05-07 01:00:00.000000,Polooblačno,17.6,2024-05-07 09:38:00.000000,Búrky
1551,2024-03-11 01:00:00.000000,Hmla,14,2024-03-11 15:36:00.000000,Dážď
1552,2024-09-16 01:00:00.000000,Hmla,3,2024-09-16 11:46:00.000000,Daždivo
1553,2025-01-07 01:00:00.000000,Zamračené,-6.7,2025-01-07 07:27:00.000000,Sneženie
1554,2025-02-06 01:00:00.000000,Husté sneženie,-10.9,2025-02-06 11:55:00.000000,Poľadovica
1555,2024-03-23 01:00:00.000000,Dážď,15.2,2024-03-23 16:05:00.000000,Prehánky
1556,2024-07-28 01:00:00.000000,Horúčavy,24.5,2024-07-28 15:17:00.000000,Dusno
1557,2024-05-30 01:00:00.000000,Prehánky,6,2024-05-30 09:23:00.000000,Polooblačno
1558,2024-06-08 01:00:00.000000,Letná búrka,22.8,2024-06-08 17:36:00.000000,Sucho
1559,2024-03-06 01:00:00.000000,Hmla,20,2024-03-06 12:18:00.000000,Dážď
1560,2024-07-06 01:00:00.000000,Letná búrka,36.4,2024-07-06 07:53:00.000000,Sucho
1561,2024-04-22 01:00:00.000000,Hmla,4.1,2024-04-22 13:46:00.000000,Dážď
1562,2024-11-01 01:00:00.000000,Veterno,9,2024-11-01 16:18:00.000000,Zamračené
1563,2024-02-20 01:00:00.000000,Mráz,-2.3,2024-02-20 17:36:00.000000,Husté sneženie
1564,2024-10-04 01:00:00.000000,Mierne sneženie,14.5,2024-10-04 17:18:00.000000,Hmla
1565,2024-06-28 01:00:00.000000,Slnečno,19.2,2024-06-28 08:40:00.000000,Horúčavy
1566,2024-10-13 01:00:00.000000,Zamračené,6.8,2024-10-13 12:51:00.000000,Mierne sneženie
1567,2025-02-06 01:00:00.000000,Husté sneženie,2.8,2025-02-06 16:28:00.000000,Poľadovica
1568,2024-10-09 01:00:00.000000,Hmla,1.6,2024-10-09 07:31:00.000000,Daždivo
1569,2025-02-01 01:00:00.000000,Sneženie,2.2,2025-02-01 06:07:00.000000,Mráz
1570,2024-12-19 01:00:00.000000,Mráz,-11.1,2024-12-19 09:45:00.000000,Husté sneženie
1571,2024-10-07 01:00:00.000000,Hmla,5.9,2024-10-07 12:50:00.000000,Daždivo
1572,2024-03-25 01:00:00.000000,Prehánky,7,2024-03-25 12:15:00.000000,Polooblačno
1573,2024-06-18 01:00:00.000000,Dusno,34.2,2024-06-18 14:17:00.000000,Letná búrka
1574,2024-12-08 01:00:00.000000,Husté sneženie,-6.5,2024-12-08 14:54:00.000000,Poľadovica
1575,2024-04-30 01:00:00.000000,Polooblačno,8.3,2024-04-30 13:50:00.000000,Búrky
1576,2024-05-26 01:00:00.000000,Polooblačno,6.1,2024-05-26 10:48:00.000000,Búrky
1577,2024-02-20 01:00:00.000000,Husté sneženie,-14.5,2024-02-20 06:26:00.000000,Poľadovica
1578,2024-11-23 01:00:00.000000,Veterno,1.8,2024-11-23 09:46:00.000000,Zamračené
1579,2024-05-21 01:00:00.000000,Prehánky,0.9,2024-05-21 15:07:00.000000,Polooblačno
1580,2025-01-02 01:00:00.000000,Mráz,4.9,2025-01-02 07:35:00.000000,Husté sneženie
1581,2024-04-06 01:00:00.000000,Polooblačno,2.7,2024-04-06 09:25:00.000000,Búrky
1582,2024-10-07 01:00:00.000000,Zamračené,9,2024-10-07 14:35:00.000000,Mierne sneženie
1583,2024-10-19 01:00:00.000000,Zamračené,6.3,2024-10-19 06:42:00.000000,Mierne sneženie
1584,2024-03-14 01:00:00.000000,Polooblačno,5.1,2024-03-14 14:17:00.000000,Búrky
1585,2025-01-13 01:00:00.000000,Mráz,-15,2025-01-13 14:48:00.000000,Husté sneženie
1586,2024-05-05 01:00:00.000000,Polooblačno,0.3,2024-05-05 17:26:00.000000,Búrky
1587,2024-02-16 01:00:00.000000,Husté sneženie,4.5,2024-02-16 15:02:00.000000,Poľadovica
1588,2024-07-22 01:00:00.000000,Horúčavy,24.5,2024-07-22 13:37:00.000000,Dusno
1589,2024-03-20 01:00:00.000000,Hmla,20,2024-03-20 08:37:00.000000,Dážď
1590,2024-11-05 01:00:00.000000,Hmla,9.4,2024-11-05 15:50:00.000000,Daždivo
1591,2024-04-18 01:00:00.000000,Dážď,9.3,2024-04-18 08:38:00.000000,Prehánky
1592,2024-07-19 01:00:00.000000,Horúčavy,30.2,2024-07-19 13:53:00.000000,Dusno
1593,2024-10-04 01:00:00.000000,Daždivo,2.3,2024-10-04 13:39:00.000000,Veterno
1594,2025-02-03 01:00:00.000000,Husté sneženie,3.5,2025-02-03 16:22:00.000000,Poľadovica
1595,2024-05-09 01:00:00.000000,Hmla,5,2024-05-09 09:16:00.000000,Dážď
1596,2024-04-08 01:00:00.000000,Dážď,12.8,2024-04-08 12:08:00.000000,Prehánky
1597,2024-03-15 01:00:00.000000,Hmla,16.2,2024-03-15 11:10:00.000000,Dážď
1598,2024-04-14 01:00:00.000000,Búrky,14.8,2024-04-14 12:09:00.000000,Hmla
1599,2024-11-17 01:00:00.000000,Zamračené,10.4,2024-11-17 06:20:00.000000,Mierne sneženie
1600,2024-09-11 01:00:00.000000,Veterno,9.1,2024-09-11 12:28:00.000000,Zamračené
1601,2024-05-19 01:00:00.000000,Búrky,1.5,2024-05-19 12:46:00.000000,Hmla
1602,2025-01-13 01:00:00.000000,Husté sneženie,0.9,2025-01-13 11:32:00.000000,Poľadovica
1603,2025-01-17 01:00:00.000000,Husté sneženie,-0.3,2025-01-17 09:00:00.000000,Poľadovica
1604,2024-04-27 01:00:00.000000,Búrky,10,2024-04-27 06:19:00.000000,Hmla
1605,2025-01-23 01:00:00.000000,Sneženie,-4.8,2025-01-23 07:48:00.000000,Mráz
1606,2024-08-03 01:00:00.000000,Letná búrka,24.6,2024-08-03 16:56:00.000000,Sucho
1607,2024-08-03 01:00:00.000000,Dusno,25.7,2024-08-03 13:40:00.000000,Letná búrka
1608,2024-06-28 01:00:00.000000,Dusno,34.3,2024-06-28 08:40:00.000000,Letná búrka
1609,2024-09-11 01:00:00.000000,Daždivo,3.5,2024-09-11 14:52:00.000000,Veterno
1610,2024-09-28 01:00:00.000000,Veterno,8.7,2024-09-28 06:27:00.000000,Zamračené
1611,2024-07-18 01:00:00.000000,Letná búrka,29.9,2024-07-18 08:19:00.000000,Sucho
1612,2024-11-07 01:00:00.000000,Mierne sneženie,2.3,2024-11-07 17:23:00.000000,Hmla
1613,2024-04-10 01:00:00.000000,Búrky,6.1,2024-04-10 12:31:00.000000,Hmla
1614,2024-11-29 01:00:00.000000,Zamračené,3.1,2024-11-29 06:42:00.000000,Mierne sneženie
1615,2024-04-07 01:00:00.000000,Búrky,16.2,2024-04-07 09:24:00.000000,Hmla
1616,2024-06-17 01:00:00.000000,Sucho,33.6,2024-06-17 15:43:00.000000,Slnečno
1617,2024-08-06 01:00:00.000000,Slnečno,26.7,2024-08-06 07:29:00.000000,Horúčavy
1618,2024-10-15 01:00:00.000000,Veterno,6.6,2024-10-15 12:42:00.000000,Zamračené
1619,2025-01-14 01:00:00.000000,Mráz,4,2025-01-14 15:08:00.000000,Husté sneženie
1620,2024-09-21 01:00:00.000000,Hmla,3.2,2024-09-21 10:39:00.000000,Daždivo
1621,2024-02-13 01:00:00.000000,Poľadovica,-8.5,2024-02-13 16:29:00.000000,Zamračené
1622,2024-07-28 01:00:00.000000,Horúčavy,26,2024-07-28 15:03:00.000000,Dusno
1623,2024-03-11 01:00:00.000000,Búrky,14.2,2024-03-11 11:15:00.000000,Hmla
1624,2024-10-13 01:00:00.000000,Veterno,4.3,2024-10-13 13:24:00.000000,Zamračené
1625,2024-09-10 01:00:00.000000,Hmla,4.9,2024-09-10 11:05:00.000000,Daždivo
1626,2024-07-02 01:00:00.000000,Horúčavy,27,2024-07-02 17:05:00.000000,Dusno
1627,2024-08-19 01:00:00.000000,Horúčavy,27.5,2024-08-19 10:19:00.000000,Dusno
1628,2024-06-29 01:00:00.000000,Letná búrka,29.5,2024-06-29 12:39:00.000000,Sucho
1629,2024-09-25 01:00:00.000000,Veterno,2.9,2024-09-25 14:23:00.000000,Zamračené
1630,2024-02-20 01:00:00.000000,Zamračené,-13.8,2024-02-20 08:33:00.000000,Sneženie
1631,2024-08-22 01:00:00.000000,Dusno,31.8,2024-08-22 14:11:00.000000,Letná búrka
1632,2024-05-09 01:00:00.000000,Prehánky,2,2024-05-09 17:08:00.000000,Polooblačno
1633,2024-05-25 01:00:00.000000,Hmla,3.5,2024-05-25 16:43:00.000000,Dážď
1634,2024-06-30 01:00:00.000000,Letná búrka,32.6,2024-06-30 16:20:00.000000,Sucho
1635,2024-05-31 01:00:00.000000,Polooblačno,14.2,2024-05-31 17:43:00.000000,Búrky
1636,2024-07-06 01:00:00.000000,Sucho,38.9,2024-07-06 16:08:00.000000,Slnečno
1637,2024-04-24 01:00:00.000000,Polooblačno,16.7,2024-04-24 15:37:00.000000,Búrky
1638,2024-08-30 01:00:00.000000,Slnečno,23.7,2024-08-30 16:43:00.000000,Horúčavy
1639,2024-02-15 01:00:00.000000,Mráz,-8.8,2024-02-15 09:51:00.000000,Husté sneženie
1640,2024-06-23 01:00:00.000000,Dusno,36.3,2024-06-23 11:29:00.000000,Letná búrka
1641,2024-05-06 01:00:00.000000,Búrky,1.5,2024-05-06 11:27:00.000000,Hmla
1642,2024-09-21 01:00:00.000000,Zamračené,14.3,2024-09-21 12:01:00.000000,Mierne sneženie
1643,2024-09-28 01:00:00.000000,Daždivo,11.2,2024-09-28 11:05:00.000000,Veterno
1644,2024-03-09 01:00:00.000000,Prehánky,9.1,2024-03-09 17:36:00.000000,Polooblačno
1645,2024-02-12 01:00:00.000000,Poľadovica,-6.5,2024-02-12 08:57:00.000000,Zamračené
1646,2025-01-17 01:00:00.000000,Husté sneženie,-0.2,2025-01-17 16:46:00.000000,Poľadovica
1647,2024-10-22 01:00:00.000000,Veterno,5.3,2024-10-22 09:41:00.000000,Zamračené
1648,2024-07-23 01:00:00.000000,Horúčavy,31.1,2024-07-23 06:22:00.000000,Dusno
1649,2024-11-16 01:00:00.000000,Veterno,2,2024-11-16 09:42:00.000000,Zamračené
1650,2024-10-09 01:00:00.000000,Daždivo,0.9,2024-10-09 13:18:00.000000,Veterno
1651,2024-07-15 01:00:00.000000,Dusno,24.9,2024-07-15 09:55:00.000000,Letná búrka
1652,2024-08-04 01:00:00.000000,Horúčavy,29.8,2024-08-04 09:11:00.000000,Dusno
1653,2024-02-27 01:00:00.000000,Mráz,-8.2,2024-02-27 09:27:00.000000,Husté sneženie
1654,2024-06-19 01:00:00.000000,Letná búrka,29.6,2024-06-19 06:49:00.000000,Sucho
1655,2024-12-16 01:00:00.000000,Poľadovica,-11.1,2024-12-16 17:47:00.000000,Zamračené
1656,2024-02-26 01:00:00.000000,Husté sneženie,-14.8,2024-02-26 10:25:00.000000,Poľadovica
1657,2025-01-29 01:00:00.000000,Mráz,-1.3,2025-01-29 06:30:00.000000,Husté sneženie
1658,2024-06-21 01:00:00.000000,Slnečno,36.4,2024-06-21 13:21:00.000000,Horúčavy
1659,2024-07-08 01:00:00.000000,Dusno,29.2,2024-07-08 09:24:00.000000,Letná búrka
1660,2024-05-08 01:00:00.000000,Polooblačno,12.8,2024-05-08 17:00:00.000000,Búrky
1661,2024-11-28 01:00:00.000000,Veterno,4.9,2024-11-28 10:54:00.000000,Zamračené
1662,2024-12-24 01:00:00.000000,Husté sneženie,-15,2024-12-24 17:13:00.000000,Poľadovica
1663,2024-06-15 01:00:00.000000,Slnečno,22.4,2024-06-15 09:02:00.000000,Horúčavy
1664,2024-11-06 01:00:00.000000,Veterno,0.8,2024-11-06 14:33:00.000000,Zamračené
1665,2024-08-03 01:00:00.000000,Sucho,19.1,2024-08-03 09:17:00.000000,Slnečno
1666,2024-07-21 01:00:00.000000,Dusno,33,2024-07-21 06:50:00.000000,Letná búrka
1667,2025-01-04 01:00:00.000000,Poľadovica,-1.4,2025-01-04 13:55:00.000000,Zamračené
