1117,Dulasolan 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 30x60 mg (blis.PVC/PCTFE/Al),N06AX21,95,A,8.19
1118,Duloxetin Sandoz 30 mg,1G,cps end 30x30 mg (blis.PVC/PE/PCTFE/Al),N06AX21,31,N,14.99
1119,Duloxetin Sandoz 60 mg,1G,cps end 30x60 mg (blis.PVC/PE/PCTFE/Al),N06AX21,72,N,1.82
1120,Duloxetin Stada 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x60 mg (blis.PVC/PCTFE/PVC/Al),N06AX21,60,A,4.21
1121,Duloxetin Stada 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 98x60 mg (blis.PVC/PCTFE/PVC/Al),N06AX21,98,A,1.58
1122,Duloxetine Zentiva 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x60 mg (blis. PCTFE/PVC/Al),N06AX21,14,N,13.37
1123,Duloxetine Zentiva 60 mg tvrdé gastrorezistentné kapsuly,3G,cps end 28x60 mg (blis. PVC/PVDC/Al),N06AX21,98,A,14.73
1124,Dulsevia 30 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x30 mg (blis.OPA/Al/[HDPE/PE+DES z CaO/HDPE]/Al/PE),N06AX21,51,N,12.89
1125,Dulsevia 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 30x60 mg (blis.OPA/Al/[HDPE/PE+DES z CaO/HDPE]/Al/PE),N06AX21,91,N,8.92
1126,Dulsevia 60 mg tvrdé gastrorezistentné kapsuly,1G,cps end 90x60 mg (blis.OPA/Al/[HDPE/PE+DES z CaO/HDPE]/Al/PE),N06AX21,88,N,13.65
1127,Dulxetenon 30 mg tvrdé gastrorezistentné kapsuly,2G,cps end 28x30 mg (blis.PA/Al/PVC/Al),N06AX21,20,N,12.76
1128,Dulxetenon 60 mg tvrdé gastrorezistentné kapsuly,2G,cps end 28x60 mg (blis.PA/Al/PVC/Al),N06AX21,70,A,13.14
1129,Duodopa intestinálny gél,O,gel ist 7x100 ml (vak PVC),N04BA02,89,A,11.34
1130,DuoTrav 40 mikrogramov/ml + 5 mg/ml očná roztoková instilácia,O,"int opo 1x2,5 ml (40 µg/ml+5 mg/ml) (fľ.PP)",S01ED51,56,N,5.81
1131,DuoTrav 40 mikrogramov/ml + 5 mg/ml očná roztoková instilácia,O,"int opo 3x2,5 ml (40 µg/ml+5 mg/ml) (fľ.PP)",S01ED51,84,A,4.28
1132,Duoxona 10 mg/5 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 60x10 mg/5 mg (blis.Al/PVC/PE/PVDC),N02AA55,17,N,6.73
1133,Duoxona 20 mg/10 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 60x20 mg/10 mg (blis.Al/PVC/PE/PVDC),N02AA55,18,A,14.72
1134,Duoxona 40 mg/20 mg tablety s predĺženým uvoľňovaním,1G,tbl plg 60x40 mg/20 mg (blis.Al/PVC/PE/PVDC),N02AA55,28,N,14.45
1135,"Duoxona 5 mg/2,5 mg tablety s predĺženým uvoľňovaním",1G,"tbl plg 60x5 mg/2,5 mg (blis.Al/PVC/PE/PVDC)",N02AA55,73,N,1.77
1136,DUPHALAC,O,sir 1x500 ml (fľ.HDPE),A06AD11,55,A,2.43
1137,duphaston,O,tbl flm 20x10 mg (blis.PVC/Al),G03DB01,60,A,2.91
1138,Dupixent 200 mg injekčný roztok naplnený v injekčnej striekačke,O,"sol inj 2x1,14 ml/200 mg (striek.inj.napl.skl. s bezp.syst.)",D11AH05,74,N,9.74
1139,Dupixent 200 mg injekčný roztok naplnený v injekčnom pere,O,"sol inj 2x1,14 ml/200 mg (pero inj.napl.skl.)",D11AH05,38,A,14.63
1140,Dupixent 300 mg injekčný roztok naplnený v injekčnej striekačke,O,sol inj 2x2 ml/300 mg (striek.inj.napl.skl. s bezp.syst.),D11AH05,55,N,10.53
1141,Dupixent 300 mg injekčný roztok naplnený v injekčnom pere,O,sol inj 2x2 ml/300 mg (pero inj.napl.skl.),D11AH05,52,A,14.8
1142,duspatalin 200,O,cps plg 30x200 mg (blis.PVC/Al),A03AA04,8,N,3.22
1143,"Dutalan 0,5 mg mäkké kapsuly",1G,"cps mol 90x0,5 mg (blis.PVC/PVDC/Al)",G04CB02,86,N,9.57
1144,"DUTAMED 0,5 mg",1G,"cps mol 90x0,5 mg (blis.PVC/PVDC/Al)",G04CB02,61,A,2.48
1145,Dutamon,2G,"cps mol 90x0,5 mg (blis.PVC/PE/PVDC/Al)",G04CB02,63,N,11.16
1146,"Dutasteride/Tamsulosin Glenmark 0,5 mg/0,4 mg",1G,"cps dur 90x0,5 mg/0,4 mg (fľ.HDPE)",G04CA52,27,N,5.93
1147,"Dutasteride/Tamsulosin Krka 0,5 mg/0,4 mg tvrdé kapsuly",1G,"cps dur 90x0,5 mg/0,4 mg (fľ.HDPE)",G04CA52,32,A,8.73
1148,"Dutrys 0,5 mg",1G,"cps mol 90x0,5 mg (blis.PVC/PE/PVDC/Al)",G04CB02,48,N,8.88
1149,Dymista nosová aerodisperzia,O,aer nau 1x23 g (fľ.skl.hnedá s pumpou a aplik.),R01AD58,95,N,1.76
1150,Dysport 500 U,O,plv ino 1x500 U (liek.inj.skl.),M03AX01,14,A,2.32
1151,Ebixa 10 mg,O,tbl flm 56x10 mg (bli.Alu/PP),N06DX01,69,N,8.26
1152,Ebixa 20 mg,O,tbl flm 28x20 mg (bli.Alu/PP),N06DX01,79,A,3.27
1153,EBRANTIL 30,O,cps pld 50x30 mg (fľ.HDPE),C02CA06,51,N,13.73
1154,EBRANTIL 60,O,cps pld 50x60 mg (fľ.HDPE),C02CA06,71,A,12.12
1155,Ecansya 500 mg filmom obalené tablety,1G,tbl flm 120x500 mg (blis.PVC/PVDC/Al),L01BC06,7,N,7.54
1156,Ecobec 100 µg,O,aer ora 200x100 µg/1 dávka (obal Al tlak.+aplik.),R03BA01,43,A,8.51
1157,Ecobec 250 µg,O,aer ora 200x250 µg/1 dávka (obal Al tlak.+aplik.),R03BA01,93,N,13.72
1158,Ecobec 250 µg Easi-Breathe,1G,aer ora 200x250 µg/1 dávka (obal Al tlak.+aplik.),R03BA01,30,N,2.84
1159,EDURANT 25 mg filmom obalené tablety,O,tbl flm 30x25 mg (fľ.HDPE),J05AG05,72,A,5.97
1160,Effentora 100 mikrogramov bukálne tablety,O,tbl buc 28x100 µg (blis.PVC/Al/PA/PVC),N02AB03,8,N,14.92
1161,Effentora 200 mikrogramov bukálne tablety,O,tbl buc 28x200 µg (blis.PVC/Al/PA/PVC),N02AB03,67,A,4.07
1162,EFFLUMIDEX Liquifilm,O,int opu 1x5 ml/5 mg (fľ.LDPE),S01BA07,32,A,10.21
1163,Efient 10 mg filmom obalené tablety,O,tbl flm 28x10 mg (blis.Al/Al),B01AC22,92,N,13.03
1164,EFUDIX,1G,ung 1x20 g (tuba Al),L01BC02,16,A,6.83
1165,Egilok 100 mg,1G,tbl 100x100 mg (liek.skl.hnedá),C07AB02,91,N,11.02
1166,Egilok 100 mg,1G,tbl 60x100 mg (liek.skl.hnedá),C07AB02,87,N,5.47
1167,Egilok 50 mg,1G,tbl 100x50 mg (liek.skl.hnedá),C07AB02,26,N,10.32
1168,Egilok 50 mg,1G,tbl 60x50 mg (liek.skl.hnedá),C07AB02,45,A,14.78
1169,Egiramlon 10 mg/10 mg,1G,cps dur 30x10 mg/10 mg (blis.OPA/Al/PVC/Al),C09BB07,2,A,1.82
1170,Egiramlon 10 mg/10 mg,1G,cps dur 90x10 mg/10 mg (blis.OPA/Al/PVC/Al),C09BB07,87,A,1.85
1171,Egiramlon 10 mg/5 mg,1G,cps dur 30x10 mg/5 mg (blis.OPA/Al/PVC/Al),C09BB07,37,A,1.3
1172,Egiramlon 10 mg/5 mg,1G,cps dur 90x10 mg/5 mg (blis.OPA/Al/PVC/Al),C09BB07,54,A,7.98
1173,Egiramlon 5 mg/10 mg,1G,cps dur 30x5 mg/10 mg (blis.OPA/Al/PVC/Al),C09BB07,31,A,3.21
1174,Egiramlon 5 mg/10 mg,1G,cps dur 90x5 mg/10 mg (blis.OPA/Al/PVC/Al),C09BB07,61,A,10.39
1175,Egiramlon 5 mg/5 mg,1G,cps dur 30x5 mg/5 mg (blis.OPA/Al/PVC/Al),C09BB07,80,N,5.69
1176,Egiramlon 5 mg/5 mg,1G,cps dur 90x5 mg/5 mg (blis.OPA/Al/PVC/Al),C09BB07,52,A,11.75
1177,Egistrozol,1G,tbl flm 90x1 mg (blis.),L02BG03,92,N,4.3
1178,Elaprase 2 mg/ml infúzny koncentrát,O,con inf 1x3 ml/6 mg (liek.inj.skl.),A16AB09,92,N,8.46
1179,Eleveon 25 mg,1G,tbl flm 30x25 mg (blis.PVC/Al nepriehľ.),C03DA04,54,A,6.77
1180,Eleveon 25 mg,1G,tbl flm 90x25 mg (blis.PVC/Al nepriehľ.),C03DA04,45,N,9.68
1181,Eleveon 50 mg,1G,tbl flm 30x50 mg (blis.PVC/Al nepriehľ.),C03DA04,3,N,14.97
1182,Eleveon 50 mg,1G,tbl flm 90x50 mg (blis.PVC/Al nepriehľ.),C03DA04,81,N,6.01
1183,Elicea 10 mg,1G,tbl flm 28x10 mg (blis. OPA/Al/PVC/Al),N06AB10,56,A,1.41
1184,Elicea 10 mg,1G,tbl flm 60x10 mg (blis. OPA/Al/PVC/Al),N06AB10,53,A,10.07
1185,Elicea 10 mg,1G,tbl flm 90x10 mg (blis. OPA/Al/PVC/Al),N06AB10,5,A,2.93
1186,Elicea Q-Tab 10 mg orodispergovateľné tablety,1G,tbl oro 28x10 mg (blis.OPA/Al/PVC s odlup.fóliou PET/Al),N06AB10,76,A,10.82
1187,Elidel 10 mg/g krém,O,crm der 1x15 g (tuba Al),D11AH02,100,N,14.24
1188,Elidel 10 mg/g krém,O,crm der 1x30 g (tuba Al),D11AH02,5,A,13.44
1189,"Eligard 22,5 mg",O,"plv iol 1x22,5 mg+1xsolv.(striek.inj.napln.+striek.PP-balenie vo vaničke)",L02AE02,31,N,2.29
1190,Eligard 45 mg,O,plv iol 1x45 mg + 1x solv. (vanička),L02AE02,50,A,6.74
1191,"Eligard 7,5 mg",O,"plv iol 1x7,5 mg+1xsolv.(striek.inj.napln.+striek.PP-balenie vo vaničke)",L02AE02,18,N,2.36
1192,"Eliquis 2,5 mg filmom obalené tablety",O,"tbl flm 168x2,5 mg (blis.PVC/PVDC/Al)",B01AF02,77,A,5.98
1193,"Eliquis 2,5 mg filmom obalené tablety",O,"tbl flm 20x2,5 mg (blis.PVC/PVDC/Al)",B01AF02,57,N,4.95
1194,"Eliquis 2,5 mg filmom obalené tablety",O,"tbl flm 60x2,5 mg (blis.PVC/PVDC/Al)",B01AF02,26,A,12.65
1195,Eliquis 5 mg filmom obalené tablety,O,tbl flm 168x5 mg (blis.PVC/PVDC/Al),B01AF02,72,A,2.35
1196,Eliquis 5 mg filmom obalené tablety,O,tbl flm 60x5 mg (blis.PVC/PVDC/Al),B01AF02,77,A,10.81
1197,ELOCOM krém,O,crm der 1x30 g (tuba kovová),D07AC13,99,A,7.69
1198,ELOCOM masť,O,ung der 1x30 g (tuba kovová),D07AC13,37,A,4.89
1199,ELOCTA 1000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x1000 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,53,N,2.27
1200,ELOCTA 1500 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x1500 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,35,A,11.99
1201,ELOCTA 2000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x2000 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,86,A,6.78
1202,ELOCTA 250 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x250 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,85,A,9.03
1203,ELOCTA 3000 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x3000 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,60,N,1.86
1204,ELOCTA 500 IU prášok a rozpúšťadlo na injekčný roztok,O,plv iol 1x500 IU+ 3 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),B02BD02,82,A,3.97
1205,Elontril 150 mg,O,tbl mod 30x150 mg (fľ.HDPE),N06AX12,35,A,11.71
1206,Elontril 300 mg,O,tbl mod 30x300 mg (fľ.HDPE),N06AX12,80,A,12.95
1207,"EMADINE 0,5 mg/ml očná roztoková instilácia",O,int opo 1x5 ml (fľ.LDPE),S01GX06,96,A,14.02
1208,Emanera 20 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x20 mg (blis.OPA/Al/PE+DES film/Al/PE),A02BC05,44,N,3.03
1209,Emanera 20 mg tvrdé gastrorezistentné kapsuly,1G,cps end 90x20 mg (blis.OPA/Al/PVC/Al),A02BC05,28,N,5.58
1210,Emanera 40 mg tvrdé gastrorezistentné kapsuly,1G,cps end 28x40 mg (blis.OPA/Al/PE+DES film/Al/PE),A02BC05,54,A,13.31
1211,Emanera 40 mg tvrdé gastrorezistentné kapsuly,1G,cps end 90x40 mg (blis.OPA/Al/PVC/Al),A02BC05,71,N,3.19
1212,Emegar 1 mg,1G,tbl flm 10x1 mg (blis.PVC/PVDC/Al),A04AA02,96,A,13.68
1213,Emegar 2 mg,1G,tbl flm 10x2 mg (blis.PVC/PVDC/Al),A04AA02,10,N,7.86
1214,"EMEND 125 mg tvrdé kapsuly, EMEND 80 mg tvrdé kapsuly",O,cps dur 1x125 mg+ 2x80 mg (blis.Al/Al),A04AD12,39,N,6.38
1215,Emgality 120 mg injekčný roztok v naplnenom pere,O,sol inj 1x1 ml/120 mg (striek.inj.skl. v pere),N02CD02,29,N,9.99
1216,Emperin 16 mg,1G,tbl 60x16 mg (blis. PVC/PVDC/Al),N07CA01,73,A,6
1217,Emperin 24 mg,1G,tbl 100x24 mg (blis. PVC/PVDC/Al),N07CA01,91,A,6.03
1218,Emperin 24 mg,1G,tbl 60x24 mg (blis. PVC/PVDC/Al),N07CA01,28,N,12.26
1219,Emselex,O,tbl plg 28x15 mg (bli.PVC/PVDc/alu),G04BD10,54,A,5.26
1220,Emselex,O,"tbl plg 28x7,5 mg (bli.PVC/PVDc/alu)",G04BD10,43,A,12.31
1221,Emtricitabine/Tenofovir disoproxil Krka 200 mg/245 mg filmom obalené tablety,1G,tbl flm 30x200 mg/245 mg (fľ.HDPE),J05AR03,70,N,11.21
1222,Emtricitabine/Tenofovir disoproxil Mylan 200 mg/245 mg filmom obalené tablety,2G,tbl flm 30x200 mg/245 mg (fľ.HDPE),J05AR03,57,A,11.68
1223,Enalapril Vitabalans 10 mg tablety,1G,tbl 30x10 mg (blis.Al/Al),C09AA02,64,N,5.76
1224,Enalapril Vitabalans 20 mg tablety,1G,tbl 100x20 mg (blis.Al/Al),C09AA02,71,A,5.78
1225,Enalapril Vitabalans 5 mg tablety,1G,tbl 100x5 mg (blis.Al/Al),C09AA02,26,A,13.5
1226,Enalapril Vitabalans 5 mg tablety,1G,tbl 30x5 mg (blis.Al/Al),C09AA02,18,A,2.65
1227,Enbrel 10 mg prášok a rozpúšťadlo na injekčný roztok pre pediatrické použitie,O,plv iol 4x10 mg +4x1 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),L04AB01,33,N,3.8
1228,Enbrel 25 mg injekčný roztok naplnený v injekčnej striekačke,O,"sol inj 4x0,5 ml/25 mg (striek.inj.napl.skl.)",L04AB01,47,A,9.9
1229,Enbrel 25 mg prášok a rozpúšťadlo na injekčný roztok,O,plv iol 4x25 mg + 4x1 ml solv. (liek.inj.skl.+striek.inj.napl.skl.),L04AB01,98,N,14.28
1230,Enbrel 50 mg injekčný roztok naplnený v injekčnej striekačke,O,sol inj 4x1 ml/50 mg (striek.inj.napl.skl.),L04AB01,47,A,6.96
1231,Enbrel 50 mg injekčný roztok v naplnenom pere,O,sol inj 4x1 ml/50 mg (striek.inj.napl.skl. v napl.pere MYCLIC),L04AB01,11,N,8.74
1232,Endovelle 2 mg tablety,1G,tbl 1x28x2 mg (blis.Al/PVC/PVDC-kalendár.bal.),G03DB08,88,A,10.08
1233,Endoxan 1000 mg prášok na injekčný roztok,O,plv ino 5x1 g (liek.inj.skl.),L01AA01,38,N,2.49
1234,Endoxan 200 mg prášok na injekčný roztok,O,plv ino 50x200 mg (liek.inj.skl.),L01AA01,99,A,7.63
1235,Endoxan 500 mg prášok na injekčný roztok,O,plv ino 6x500 mg (liek.inj.skl.),L01AA01,54,N,12.65
1236,ENELBIN 100 retard,O,tbl plg 100x100 mg (blis.PVC/Al),C04AX21,70,A,11.67
1237,Enerzair Breezhaler 114 mikrogramov/46 mikrogramov/136 mikrogramov inhalačný prášok v tvrdých kapsulách,O,plv icd 30x1x114 µg/46 µg/136 µg (blis.PA/Al/PVC-Al + inh.),R03AL12,35,A,3.96
1238,ENGERIX-B 10 µg,O,"sus inj 1x0,5 ml (striek.inj.skl.napln.)",J07BC01,63,N,14.43
1239,ENGERIX-B 20 µg,O,sus inj 1x1 ml (striek.inj.skl.napln.),J07BC01,70,N,12.1
1240,"Enstilar 50 mikrogramov/g + 0,5 mg/g",O,spm der 1x60 g (nád.hliníková),D05AX52,89,A,7.5
1241,"Entecavir Xantis 0,5 mg",1G,"tbl flm 30x1x0,5 mg (blis.Al/OPA/Al/PVC-jednotliv.dáv.)",J05AF10,69,A,9.13
1242,Entecavir Xantis 1 mg,1G,tbl flm 30x1x1 mg (blis.Al/OPA/Al/PVC-jednotliv.dáv.),J05AF10,48,A,2.43
1243,Entocort 2 mg,O,tbl rul 7x2 mg +7 solv. (blis.Al+fľ.LDPE),A07EA06,97,A,12.12
1244,Entocort 3 mg,O,cps mod 50x3 mg (fľ.HDPE),A07EA06,21,A,9.15
1245,Entresto 24 mg/26 mg filmom obalené tablety,O,tbl flm 28x24 mg/26 mg (blis.PVC/PVDC/Al),C09DX04,94,N,12.12
1246,Entresto 49 mg/51 mg filmom obalené tablety,O,tbl flm 56x49 mg/51 mg (blis.PVC/PVDC/Al),C09DX04,53,N,11.35
1247,Entresto 97 mg/103 mg filmom obalené tablety,O,tbl flm 56x97 mg/103 mg (blis.PVC/PVDC/Al),C09DX04,48,N,10.98
1248,Entyvio 108 mg injekčný roztok v naplnenom pere,O,"sol inj 1x0,68 ml/108 mg (striek.inj.napl.skl.v pere)",L04AA33,71,A,9.98
1249,Entyvio 300 mg prášok na prípravu infúzneho koncentrátu,O,plc ifc 1x300 mg (liek.inj.skl.),L04AA33,65,N,9.92
1250,Epclusa 400 mg/100 mg filmom obalené tablety,O,tbl flm 28x400 mg/100 mg (fl.HDPE),J05AP55,32,N,6.62
1251,Epiduo,O,"gél, 1x30 g (obal viacdávk.)",D10AD53,98,N,8.12
1252,Epilan D - Gerot,O,tbl 100x100 mg (blis.PVC/PVDC/Al),N03AB02,67,N,3.9
1253,Epiletam 1000 mg,1G,tbl flm 120x1000 mg (blis.Al/PVC/PE/PVDC),N03AX14,26,N,1.57
1254,Epiletam 250 mg,1G,tbl flm 60x250 mg (blis.Al/PVC/PE/PVDC),N03AX14,16,A,7.03
1255,Epiletam 500 mg,1G,tbl flm 120x500 mg (blis.Al/PVC/PE/PVDC),N03AX14,90,A,2.76
1256,Epimedac 2 mg/ml injekčný roztok,1G,sol inj 1x25 ml/50 mg (liek.inj.skl.),L01DB03,54,N,5.28
1257,Epimedac 2 mg/ml injekčný roztok,1G,sol inj 1x5 ml/10 mg (liek.inj.skl.),L01DB03,55,N,10.68
1258,EpiPen,O,"sol inj 1x2 ml/0,3 mg (amp.inj.skl.)",C01CA24,57,N,4.66
1259,EpiPen,O,"sol inj 2x2 ml/0,3 mg (amp.inj.skl.)",C01CA24,21,N,12.87
1260,EpiPen Jr.,O,"sol inj 1x2 ml/0,15 mg (amp.inj.skl.)",C01CA24,30,N,10.99
1261,EpiPen Jr.,O,"sol inj 2x2 ml/0,15 mg (amp.inj.skl.)",C01CA24,20,N,4.91
1262,Epirubicin Accord 2 mg/ml,1G,sol ijf 1x25 ml/50 mg (liek.inj.skl.s bielym/modrým viečkom),L01DB03,47,A,7.75
1263,Epirubicin Mylan 2 mg/ ml,1G,sol inj 1x25 ml/50 mg (liek.inj.skl.),L01DB03,68,N,12.11
1264,Epirubicin Mylan 2 mg/ ml,1G,sol inj 1x5 ml/10 mg (liek.inj.skl.),L01DB03,56,N,7.06
1265,Epivir 150 mg filmom obalené tablety,O,tbl flm 60x150 mg (fľ.HDPE),J05AF05,99,N,5.94
1266,EPLERAD 25 mg,3G,tbl flm 30x25 mg (blis.PVC/Al-perfor.),C03DA04,9,A,14.85
1267,EPLERAD 25 mg,3G,tbl flm 90x25 mg (blis.PVC/Al-perfor.),C03DA04,47,N,10.36
1268,EPLERAD 50 mg,3G,tbl flm 30x50 mg (blis.PVC/Al-perfor.),C03DA04,24,N,10.82
1269,Eplerenon Mylan 25 mg filmom obalené tablety,1G,tbl flm 30x25 mg (fľ.HDPE),C03DA04,63,A,5.81
1270,Eplerenon Mylan 50 mg filmom obalené tablety,1G,tbl flm 30x50 mg (fľ.HDPE),C03DA04,13,N,7.09
1271,Eplerenon Sandoz 25 mg filmom obalené tablety,1G,tbl flm 30x25 mg (blis.PVC/Al),C03DA04,50,N,12.5
1272,Eplerenon Sandoz 25 mg filmom obalené tablety,1G,tbl flm 90x25 mg (blis.PVC/Al),C03DA04,79,N,14.16
1273,Eplerenon Sandoz 50 mg filmom obalené tablety,1G,tbl flm 30x50 mg (blis.PVC/Al),C03DA04,27,N,13.7
1274,Eplerenon Sandoz 50 mg filmom obalené tablety,1G,tbl flm 90x50 mg (blis.PVC/Al),C03DA04,45,N,2.39
1275,Eplerenon STADA 25 mg filmom obalené tablety,1G,tbl flm 100x25 mg (blis.PVC/Al),C03DA04,20,N,6.45
1276,Eplerenon STADA 25 mg filmom obalené tablety,1G,tbl flm 30x25 mg (blis.PVC/Al),C03DA04,79,N,8.33
1277,Eplerenon STADA 50 mg filmom obalené tablety,1G,tbl flm 100x50 mg (blis.PVC/Al),C03DA04,3,N,8.03
1278,Eplerenon STADA 50 mg filmom obalené tablety,1G,tbl flm 30x50 mg (blis.PVC/Al),C03DA04,1,A,1.74
1279,Eplerenone Teva 25 mg,1G,tbl flm 30x1x25 mg (blis.PVC/PVDC/Al perf.),C03DA04,84,A,14.76
1280,Eplerenone Teva 25 mg,1G,tbl flm 90x1x25 mg (blis.PVC/PVDC/Al perf.),C03DA04,77,N,8.42
1281,Eplerenone Teva 50 mg,1G,tbl flm 30x1x50 mg (blis.PVC/PVDC/Al perf.),C03DA04,58,N,8.27
1282,Eplerenone Teva 50 mg,1G,tbl flm 90x1x50 mg (blis.PVC/PVDC/Al perf.),C03DA04,87,N,10.92
1283,EQUORAL,1G,sol por 1x50 ml (fľ.skl.hnedá),L04AD01,45,A,12.8
1284,EQUORAL 100 mg,1G,cps mol 50x100 mg (blis.Al/Al),L04AD01,55,A,14.86
1285,EQUORAL 25 mg,1G,cps mol 50x25 mg (blis.Al/Al),L04AD01,91,N,12.99
1286,EQUORAL 50 mg,1G,cps mol 50x50 mg (blis.Al/Al),L04AD01,44,N,10.5
1287,Erbitux 5 mg/ml infúzny roztok,O,sol inf 1x20 ml/100 mg (liek.inj.skl.),L01XC06,70,N,14.36
1288,Erelzi 25 mg injekčný roztok v naplnenej injekčnej striekačke,3B,"sol inj 4x0,5 ml/25 mg (striek.inj.napl.skl.)",L04AB01,16,N,12.17
1289,Erelzi 50 mg injekčný roztok v naplnenej injekčnej striekačke,2B,sol inj 4x1 ml/50 mg (striek.inj.napl.skl.),L04AB01,44,A,11.29
1774,HUMATROPE 18 IU (6 mg),O,"plv iol 1x6 mg+1x3,17 ml solv.(náplň skl.+striek.inj.skl.napl.)",H01AC01,80,A,10.53
1775,HUMATROPE 36 IU (12 mg),O,"plv iol 1x12 mg+1x3,15 ml solv.(náplň skl.+striek.inj.skl.napl.)",H01AC01,27,A,7.66
1776,Humira 20 mg injekčný roztok v naplnenej injekčnej striekačke,O,"sol inj 2x0,2 ml/20 mg (striek.inj.napl.skl.)",L04AB04,15,N,7.87
1777,Humira 40 mg injekčný roztok v naplnenej injekčnej striekačke,O,"sol inj 2x0,4 ml/40 mg (striek.skl.napln.)",L04AB04,28,N,7.18
1778,Humira 40 mg injekčný roztok v naplnenom pere,O,"sol inj 2x0,4 ml/40 mg (napl.skl.pero)",L04AB04,59,N,9.21
1779,Humira 40 mg injekčný roztok v naplnenom pere,O,"sol inj 6x0,4 ml/40 mg (napl.skl.pero)",L04AB04,45,A,13.57
1780,Humira 80 mg injekčný roztok v naplnenej injekčnej striekačke,O,"sol inj 1x0,8 ml/80 mg (striek.skl.napl.)",L04AB04,76,A,14.07
1781,Humira 80 mg injekčný roztok v naplnenom pere,O,"sol inj 1x0,8 ml/80 mg (napl.skl.pero)",L04AB04,28,N,2.28
1782,Humulin M3 (30/70) Cartridge,O,sus inj 5x3 ml/300 IU (náplň skl.),A10AD01,1,A,7.48
1783,Humulin N (NPH) Cartridge,O,sus inj 5x3 ml/300 IU (náplň skl.),A10AC01,47,A,4.96
1784,Humulin R Cartridge,O,sol inj 5x3 ml/300 IU (náplň skl.),A10AB01,39,A,2.93
1785,Hyalgan 20 mg/2 ml,O,sol inj 1x2 ml/20 mg ( napln.inj.striek.),M09AX01,75,A,3.44
1786,Hydrocortison Léčiva,1G,ung 1x10 g (tuba Al),D07AA02,53,A,8.48
1787,Hydrocortison VUAB 100 mg,1G,plv ino 1x100 mg (liek.inj.skl.),H02AB09,4,A,9.15
1788,HYDROCORTISONE MEDOCHEMIE 100 mg,1G,plo ijf 1x100 mg (liek.inj.skl.),H02AB09,72,N,8.62
1789,HYDROCHLOROTHIAZID LÉČIVA,1G,tbl 20x25 mg (blis.PVC/Al),C03AA03,74,A,8
1790,HYPNOGEN,1G,tbl flm 15x10 mg (blis. PVC/Al),N05CF02,75,N,13.57
1791,HyQvia 100 mg/ml infúzny roztok na subkutánne použitie,O,sol inf 1x100 ml (10 % IG)+1x5 ml (rHuPH20) (liek.inj.skl.),J06BA01,55,A,11.23
1792,HyQvia 100 mg/ml infúzny roztok na subkutánne použitie,O,sol inf 1x200 ml (10 % IG)+1x10 ml (rHuPH20) (liek.inj.skl.),J06BA01,11,A,8.6
1793,HyQvia 100 mg/ml infúzny roztok na subkutánne použitie,O,"sol inf 1x25 ml (10 % IG)+1x1,25 ml (rHuPH20) (liek.inj.skl.)",J06BA01,56,N,7.77
1794,HyQvia 100 mg/ml infúzny roztok na subkutánne použitie,O,sol inf 1x300 ml (10 % IG)+1x15 ml (rHuPH20) (liek.inj.skl.),J06BA01,38,N,2.52
1795,HyQvia 100 mg/ml infúzny roztok na subkutánne použitie,O,"sol inf 1x50 ml (10 % IG)+1x2,5 ml (rHuPH20) (liek.inj.skl.)",J06BA01,7,N,12.71
1796,Hyrimoz 40 mg injekčný roztok v naplnenej injekčnej striekačke,1B,"sol inj 2x0,8 ml/40 mg (striek.inj.napl.skl.)",L04AB04,9,A,3.95
1797,Hyrimoz 40 mg injekčný roztok v naplnenom pere,1B,"sol inj 2x0,8 ml/40 mg (pero napl.skl.)",L04AB04,61,N,14.58
1798,"Chantico 0,5 mg tvrdé kapsuly",1G,"cps dur 28x0,5 mg (blis.OPA/Al/PVC/Al)",L04AA27,53,N,10.67
1799,"Chlorid sodný 0,9 % Braun Infúzny Intravenózny roztok",1G,sol inf 10x1000 ml (obal PE),B05BB01,26,A,10.85
